,,Stage,Wk,Game,Pts,T.Pts,P.Pts,PPM,Adj.VP,P?,0k,5k,10k,15k,20k,25k,30k,35k,40k,45k,50k,4ks,5ks,TOP3,TOP2,TOP1,1.5R2,1.75R2,2.0R2,PR Avg.,W/L,Game Start VP,Game End VP
DRX,Flashback,Champions,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G10,4,3,1,2.0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Flashback,Champions,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G21,6,0,6,3.0,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G24,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G25,8,5,3,4.0,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
DRX,Flashback,Champions,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G27,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G29,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G30,7,2,5,2.33,,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G32,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Flashback,Champions,,G34,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G5,8,4,4,4.0,,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Kickoff,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G10,11,3,8,5.5,,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,W,,
DRX,Foxy9,Kickoff,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G18,2,0,2,1.0,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Kickoff,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G2,10,4,6,5.0,,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 1,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G6,13,4,9,6.5,,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,W,,
DRX,Foxy9,Stage 1,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G10,6,4,2,2.0,,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 1,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G17,11,3,8,3.67,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,W,,
DRX,Foxy9,Stage 1,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G24,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G27,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G29,8,3,5,4.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 1,,G30,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G32,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G34,9,1,8,3.0,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G35,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G36,7,2,5,2.33,,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G37,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 1,,G38,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G1,10,5,5,3.33,,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 2,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G8,6,2,4,2.0,,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G11,3,0,3,1.5,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G18,7,3,4,2.33,,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 2,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G21,6,5,1,2.0,,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 2,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G24,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G27,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G29,5,4,1,2.5,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 2,,G30,5,1,4,1.67,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Stage 2,,G32,11,4,7,2.2,,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Stage 2,,G33,7,2,5,1.75,,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G3,6,3,3,2.0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Champions,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G10,5,3,2,2.5,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Champions,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G21,3,0,3,1.5,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G24,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G25,9,5,4,4.5,,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,W,,
DRX,Foxy9,Champions,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G27,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G29,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G30,7,2,5,2.33,,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G32,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,Foxy9,Champions,,G34,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G5,10,4,6,5.0,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
DRX,MaKo,Kickoff,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G10,7,3,4,3.5,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
DRX,MaKo,Kickoff,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G18,6,0,6,3.0,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,L,,
DRX,MaKo,Kickoff,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G2,12,4,8,6.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,W,,
DRX,MaKo,Stage 1,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G6,10,4,6,5.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
DRX,MaKo,Stage 1,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
DRX,MaKo,Stage 1,,G10,15,4,11,5.0,,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,W,,
DRX,MaKo,Stage 1,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
